	peaksig_y	peaksig_x	closet_genes	zrfus_genes
chr13-38344690-38346689	0.1677103956741	0.285566128714466	Bmp6	NO
chr13-41320189-41321814	0.395486225697274	0.0680333025645246	Nedd9	NO
chr13-41604864-41606714	0.553231661103339	0.557289650785512	Tmem170b	NO
chr13-41662128-41663062	0.0953799743397899	0.0450856362079735	Gm5082	NO
chr13-42051111-42053243	0.615534809117759	0.511824589750614	Hivep1	NO
chr13-44729600-44731441	0.548644123166867	0.551610615083199	Jarid2	NO
chr13-45827315-45828299	0.12679851179143	0.0921009289431219	Atxn1	NO
chr13-47042251-47044734	0.625821856284215	0.488026570382812	Tpmt	NO
chr13-48027579-48028477	0.418772715348636	0.160114638048292	4931429P17Rik	NO
chr13-48655539-48656208	0.146441460791323	0.166992669898062	Barx1	NO
chr13-48798065-48798657	0.13084641732072	0.105894796759808	Phf2	NO
chr13-49319693-49320739	0.223891285710603	0.221825534703702	Fgd3	NO
chr13-49340400-49342497	0.473394239551155	0.566978097054811	Bicd2	NO
chr13-49362335-49362972	0.060533974858928	0.0613109370881718	Bicd2	NO
chr13-51594401-51595825	0.195420457825968	0.156418208495376	Shc3	NO
chr13-51975431-51976402	0.12310410699885	0.0674576729038068	Gm26651	NO
chr13-53099576-53100537	0.124427796722157	0.200413060112743	Ror2	NO
chr13-53109089-53110582	0.258140154993896	0.281096167404962	Ror2	NO
chr13-53308859-53310233	0.133617089823196	0.219107790852983	Sptlc1	NO
chr13-53472196-53473112	0.342037956411856	0.198586942114955	Msx2	NO
chr13-54238383-54239276	0.20463530468129	0.0863651124177131	Hrh2	NO
chr13-54788592-54790414	0.486873035685513	0.301014237931718	Tspan17	NO
chr13-55104694-55106246	0.429300893832162	0.384796791338623	Zfp346	NO
chr13-55329207-55330724	0.562117032915361	0.385281110812171	Mxd3	NO
chr13-55444056-55446075	0.553661893000419	0.578686043429132	Grk6	NO
chr13-55897965-55899267	0.333783202349238	0.11526202364583	Pitx1	NO
chr13-55989483-55990515	0.0325598300190325	0.115640840972119	H2afy	NO
chr13-56095772-56096075	0.118180603365196	0.0437842009413966	H2afy	NO
chr13-56108869-56109627	0.150043672265085	0.0873684191837676	H2afy	NO
chr13-56647575-56648415	0.0265050394722184	0.107265664609981	Tgfbi	NO
chr13-57107274-57108574	0.0807142084078478	0.0913056112590244	Trpc7	NO
chr13-60307958-60308548	0.146879470340109	0.0402945232939243	Gm5084	NO
chr13-64151787-64154269	0.636534537087068	0.474885413487026	Zfp367	NO
chr13-64358289-64359242	0.288536896312115	0.0216953049302665	Ctsl	NO
chr13-69610580-69612637	0.513911434566748	0.576780614759315	Nsun2	NO
chr13-71506864-71508537	0.449375738331651	0.190158367610793	Irx1	NO
chr13-73425510-73426831	0.165360562966411	0.168294058705936	Lpcat1	YES
chr13-73466520-73468192	0.401715664841539	0.456353616899863	Lpcat1	YES
chr13-78162770-78164024	0.530908263039487	0.29105291948161	Fam172a	NO
chr13-80961796-80963890	0.306011449793307	0.223389410345855	Gm4211	NO
chr13-81782499-81784056	0.546699236521965	0.532996595397553	Cetn3	NO
chr13-83729284-83729922	0.503756005860684	0.256833624581613	C130071C03Rik	NO
chr13-84570723-84572136	0.711237314674698	0.251999079476213	Tmem161b	NO
chr13-89668866-89670287	0.589322327044814	0.136810308320299	Vcan	NO
chr13-94188173-94189086	0.149813736531333	0.0749263923039601	Lhfpl2	NO
chr13-98262332-98264207	0.388278884829222	0.478639825384341	Ankra2	NO
chr13-98475769-98477080	0.118004530808499	0.0373378895749251	Gm29501	NO
chr13-99099648-99101361	0.42862878516139	0.125735161834688	Gm807	NO
chr13-99443766-99445268	0.81887480151196	0.245892484639071	Map1b	NO
chr13-102572972-102574006	0.14211404040782	0.0304612252168249	Cd180	NO
chr13-102873967-102875377	0.136123509072441	0.134606895660528	Mast4	NO
chr13-103919840-103922130	0.589817958369029	0.472125749416698	Erbb2ip	NO
chr13-106935907-106937835	0.400123149034042	0.425632083564302	Ipo11	NO
chr13-107676220-107677348	0.20133914274547	0.081178442530228	1700006H21Rik	NO
chr13-107922790-107924126	0.461492285346039	0.0857918452914314	Zswim6	NO
chr13-107925400-107925883	0.203420169240711	0.0326349249311023	Zswim6	NO
chr13-111724536-111726325	0.6550636067639	0.441511024928548	Mier3	NO
chr13-112099862-112101608	0.177528019230188	0.207742146872779	Gm15323	NO
chr13-112770455-112771509	0.132598809162782	0.0311382574640477	Ppap2a	NO
chr13-112926628-112928406	0.394735263052314	0.440735237311419	Dhx29	NO
chr13-112986893-112988455	0.316118518692784	0.362998590100327	Ccno	NO
chr13-119427728-119430319	0.463069276985588	0.455359365254112	Paip1	NO
chr13-119689012-119691492	0.574338644770452	0.579922624497242	Hmgcs1	NO
chr13-119835080-119835865	0.100049072020843	0.080588814990363	D13Ertd608e	NO
chr14-7825867-7826913	0.470547082886314	0.0623897705598829	Flnb	NO
chr14-7847156-7848338	0.889884905282378	0.085377832906221	Flnb	NO
chr14-7943116-7943896	0.210521127696483	0.0751229586202896	Flnb	NO
chr14-12428045-12428523	0.11615796992349	0.0425515462088932	Cadps	NO
chr14-12821189-12823605	0.243876380884935	0.441608025113164	Cadps	NO
chr14-14632214-14633766	0.176702122199661	0.0588311024704698	Slc4a7	NO
chr14-18237816-18239791	0.662879879479371	0.526903587063747	Nr1d2	NO
chr14-18269753-18272095	0.480762855932083	0.517463103621952	Rpl15	NO
chr14-19750385-19752025	0.431736639560252	0.166215584510699	Nid2	NO
chr14-20545573-20546977	0.474024486933466	0.417623312816819	Ppp3cb	NO
chr14-20673066-20674975	0.399618387625635	0.443927030814923	Sec24c	NO
chr14-20733635-20734836	0.464186994343673	0.34344004217574	Camk2g	NO
chr14-20792823-20794509	0.528152454460767	0.410125992107762	Camk2g	NO
chr14-20804972-20805799	0.613139456159796	0.0807431815329054	Camk2g	NO
chr14-20928307-20930636	0.620833026737237	0.50207265646925	Vcl	NO
chr14-21051612-21053203	0.495609601781647	0.501199388517126	Adk	NO
chr14-21498965-21501669	0.618107402021891	0.633077780464512	Kat6b	NO
chr14-24606222-24607245	0.190701727128364	0.181514403183153	4930542C16Rik	NO
chr14-25225921-25227416	0.309771635721483	0.327493236667118	Gm26660	NO
chr14-25304055-25305034	0.12850656490188	0.101921367590358	Gm26660	NO
chr14-25317521-25318644	0.760951191090385	0.217932817640822	Gm26660	NO
chr14-25371385-25372038	0.41404762254949	0.0775772169435638	Gm26660	NO
chr14-25377230-25379221	0.516022657400303	0.38747691418319	Gm26660	NO
chr14-25736119-25737001	0.157247039242258	0.0879308389027401	Zcchc24	NO
chr14-25738726-25738926	0.0845327091037704	0.0315211202634871	Zcchc24	NO
chr14-25765755-25766276	0.291959996822976	0.0549833446720762	Zcchc24	NO
chr14-26637237-26639014	0.461863424047799	0.511301287564544	4930570N19Rik	NO
chr14-27166236-27167599	0.638396441780678	0.0572658760073975	Il17rd	NO
chr14-28506433-28506723	0.0811670634088802	0.0813786774906254	Wnt5a	NO
chr14-30515932-30516664	0.0736073535730069	0.0822933388518141	Dcp1a	NO
chr14-30586458-30587593	0.340564954099343	0.158331208432965	Prkcd	NO
chr14-30593176-30594779	0.603376348293278	0.174993584844012	Prkcd	NO
chr14-30650992-30651373	0.187093732520664	0.0393359676892786	Rft1	NO
chr14-31000688-31002177	0.327498962477859	0.349722925068108	Spcs1	NO
chr14-31017915-31019678	0.495444274966371	0.442833158821515	Gnl3	NO
chr14-32028032-32029190	0.111409824907129	0.174917066920028	Galnt15	NO
chr14-33446252-33447859	0.515930755581023	0.547251954696503	Mapk8	NO
chr14-35112017-35113606	0.915501825229121	0.106425539980047	Grid1	NO
chr14-40965709-40967789	0.598604402493665	0.523829852645666	Tspan14	NO
chr14-45656667-45658786	0.467855289799936	0.485303757020467	Ddhd1	NO
chr14-46759674-46761178	0.445634069262119	0.33151094950564	Cdkn3	NO
chr14-46821163-46822732	0.340976126117162	0.356800131894568	Gmfb	NO
chr14-46831332-46833047	0.464696931827087	0.222556213545307	Cgrrf1	NO
chr14-47188514-47189862	0.275678647895106	0.240129311429557	Gch1	NO
chr14-47373562-47374542	0.130183790290259	0.0494598072584537	Lgals3	NO
chr14-51983942-51986269	0.698419092252201	0.326549037252068	Arhgef40	NO
chr14-54253029-54254533	0.47381480243139	0.494334641225935	Dad1	NO
chr14-54516536-54518324	0.516404612058309	0.566895475802201	Prmt5	NO
chr14-54640640-54642078	0.428470989495853	0.436261255401967	Gm17606	NO
chr14-54685586-54687599	0.531431624978322	0.584962571905793	Acin1	NO
chr14-54893169-54895082	0.477750489972882	0.591872863076093	Pabpn1	NO
chr14-54924520-54927240	0.570037628409303	0.364279118445919	Efs	NO
chr14-55003797-55004286	0.188605595664409	0.0502564115495264	Myh7	NO
chr14-55014355-55016110	0.508843020815234	0.562674423511853	Ngdn	NO
chr14-55105957-55106737	0.269827400475016	0.337515460759455	Ap1g2	NO
chr14-55671200-55672813	0.404343907818999	0.450849281306605	Nedd8	NO
chr14-55729898-55731195	0.311058544842655	0.0721003301369095	Rabggta	NO
chr14-55863538-55864177	0.305638894331252	0.112487741280717	Nynrin	NO
chr14-55883981-55886105	0.495150918873187	0.236213754100048	Cbln3	NO
chr14-56811645-56813097	0.462099169133418	0.419205864293231	Zmym5	NO
chr14-57397805-57399270	0.410413135435696	0.349694087771053	Cryl1	NO
chr14-58498871-58500576	0.157401742408413	0.0830741667774757	Fgf9	NO
chr14-60250551-60252672	0.493175252582066	0.528322760357615	Nupl1	NO
chr14-60736526-60737049	0.175771927623223	0.106896759324314	Spata13	NO
chr14-61171686-61173593	0.588519270996547	0.513640685761039	Sacs	NO
chr14-61555866-61557834	0.540960447208645	0.546057746750991	Spryd7	NO
chr14-62836633-62838621	0.526413730518664	0.59771366222749	Wdfy2	NO
chr14-64264065-64264557	0.29454998117239	0.1160615249455	Msra	NO
chr14-65342860-65345080	0.623439526997939	0.533032808389364	Zfp395	NO
chr14-65374756-65375216	0.342516552955222	0.0806891450511711	Zfp395	NO
chr14-65967915-65969094	0.385734070376718	0.289220096012815	Clu	NO
chr14-65970339-65971269	0.556928208236116	0.07402276849046	Clu	NO
chr14-66296323-66298034	0.4420263715662	0.494018777595898	Trim35	NO
chr14-66460574-66462645	0.426379732667992	0.172169338092218	Stmn4	NO
chr14-69691589-69692723	0.117097988447984	0.0417281498179803	Loxl2	NO
chr14-69860912-69861972	0.237344012594817	0.23180404012681	Pebp4	NO
chr14-69994434-69995441	0.15834247331442	0.202602967991838	Pebp4	NO
chr14-70056735-70057590	0.0504396048445679	0.0460948398642433	Pebp4	NO
chr14-70074348-70075963	0.27533711491887	0.339885128737151	Egr3	NO
chr14-70205734-70206896	0.175356472145736	0.123635126908919	Gm26908	NO
chr14-70288587-70290288	0.360254007523333	0.355443032199685	Ppp3cc	NO
chr14-71000230-71001468	0.0693758259672345	0.0942697631748628	Gfra2	NO
chr14-74731536-74732864	0.507805485203965	0.293232785369339	Esd	NO
chr14-75129925-75131652	0.468221482641575	0.269970426856932	Lcp1	NO
chr14-76254497-76255696	0.778700396323034	0.154347657723003	Rps2-ps6	NO
chr14-76686823-76687407	0.0808319473779311	0.0413263698549157	1700108F19Rik	NO
chr14-76760465-76761082	0.0616641923871972	0.053951392199858	1700108F19Rik	NO
chr14-86333379-86333846	0.136902767188314	0.0257790289064371	Diap3	NO
chr14-100283462-100286725	0.568090991401008	0.472844309622376	4930517O19Rik	NO
chr14-103069412-103071108	0.479275639089964	0.298652095347372	Cln5	NO
chr14-105587921-105590163	0.68362962784377	0.136889731524632	4930449E01Rik	NO
chr14-118937102-118938808	0.566117961051722	0.492224668635722	Dnajc3	NO
chr14-120910201-120911864	0.612351569023163	0.514537132298374	Ipo5	NO
chr14-121183597-121184445	0.143464294346875	0.097661263542731	Farp1	NO
chr14-122130034-122130706	0.0645944865609981	0.0548657007194045	Tm9sf2	NO
chr14-122473673-122476246	0.788251672473596	0.35032880046156	Zic2	NO
chr15-3994685-3996547	0.603144038543985	0.473993242179668	AW549877	NO
chr15-12320500-12322380	0.438210829522785	0.447882478356171	1810049J17Rik	NO
chr15-12738918-12740544	0.405768242718388	0.470472081585687	Pdzd2	NO
chr15-23451771-23452587	0.0715597003091517	0.15511681269418	Cdh18	NO
chr15-27564139-27565018	0.0854016130409385	0.073305354651087	Ank	NO
chr15-27936873-27938168	0.313454799648235	0.413474221390505	Trio	NO
chr15-31542556-31542900	0.0633721430257743	0.0437983145013329	March6	NO
chr15-31661530-31662233	0.45241119701444	0.0546234142704344	Fam173b	NO
chr15-36607642-36610033	0.580528140836196	0.582697599515616	Pabpc1	NO
chr15-36959983-36961162	0.0750570373135802	0.237570994364086	Zfp706	NO
chr15-37006446-37008319	0.540118287710028	0.558025049685769	Zfp706	NO
chr15-37960099-37961749	0.554296997586906	0.459865522681598	Rrm2b	NO
chr15-38244381-38245519	0.193737646968225	0.270238257248976	Gm8705	NO
chr15-38383716-38385299	0.159764096957131	0.152418189678369	Gm26863	NO
chr15-38517788-38520157	0.593342742025715	0.527858586187369	Azin1	NO
chr15-38937782-38939109	0.303717089197586	0.14630598463818	Gm26704	NO
chr15-42668929-42669956	0.25369896758832	0.0658431100765168	Angpt1	NO
chr15-44618104-44620069	0.538208039185283	0.572636990861131	Ebag9	NO
chr15-57162153-57163273	0.491561152969131	0.0778009455712279	Slc22a22	NO
chr15-57853413-57854772	0.436976242121462	0.159389633278897	Zhx2	NO
chr15-58033272-58034610	0.354490779890107	0.389266229401993	9130401M01Rik	NO
chr15-58075338-58077310	0.668283246236543	0.44781205198632	9130401M01Rik	NO
chr15-58194201-58194793	0.107901045658513	0.0609259721199079	Fbxo32	NO
chr15-59314147-59315620	0.506654986390551	0.493854403621863	Sqle	NO
chr15-59525859-59526478	0.0402886157471194	0.0576415876299313	Nsmce2	NO
chr15-61984156-61985742	0.504116767335107	0.452856733849501	Myc	NO
chr15-62136853-62137674	0.215310549978032	0.0487445277166988	Pvt1	NO
chr15-64376876-64377435	0.204715743028428	0.0678251210012312	Asap1	NO
chr15-73422164-73423864	0.422769301155153	0.449052323943178	Ptk2	NO
chr15-73730180-73730841	0.440610004340343	0.106279021693687	Ptp4a3	NO
chr15-73738100-73738527	0.0720711985249862	0.0427671539943635	Ptp4a3	NO
chr15-74671770-74673878	0.356748004587938	0.393935906331262	Arc	NO
chr15-74701775-74702191	0.123520450731591	0.0590422603986984	Jrk	NO
chr15-75677885-75679601	0.415525019689647	0.406654782359071	Top1mt	NO
chr15-75856429-75857650	0.139670020204158	0.174280510782642	Gsdmd	NO
chr15-75921055-75921869	0.390066615835766	0.335873134344652	Pycrl	NO
chr15-75928923-75930216	0.340895229583489	0.396124588901732	Tsta3	NO
chr15-76068825-76070377	0.449029162674345	0.439208062611141	Scrib	NO
chr15-76189463-76190440	0.300712047891374	0.093088945213156	Plec	NO
chr15-76306733-76307690	0.425856719548906	0.108616530024179	Oplah	NO
chr15-76350465-76352258	0.483140638440737	0.576277195855949	Maf1	NO
chr15-76368165-76369519	0.277678651011365	0.33981094442927	Hgh1	NO
chr15-76379698-76381319	0.440843340092347	0.454999905765148	Mroh1	NO
chr15-76465392-76466137	0.414505669501129	0.150754448051346	Bop1	NO
chr15-76537660-76539199	0.368078163217889	0.401700425100307	Fbxl6	NO
chr15-77798233-77799082	0.0748013622591819	0.0792983025693137	Myh9	NO
chr15-77840920-77842780	0.516206343270767	0.578452018287069	Myh9	NO
chr15-77969769-77971572	0.389008161570208	0.440692483470902	Eif3d	NO
chr15-78173411-78174788	0.470634111363556	0.571025587532547	Ift27	NO
chr15-78203637-78204652	0.25874451811377	0.147879550328231	Pvalb	NO
chr15-78773029-78773793	0.261934406034702	0.208630421240928	Mfng	NO
chr15-78826272-78827073	0.270602933121221	0.188134140878516	Cdc42ep1	NO
chr15-78913494-78914818	0.427707018938472	0.558200134525836	Sh3bp1	NO
chr15-78925932-78926837	0.376508929315916	0.15388159234751	Lgals1	NO
chr15-78962720-78963250	0.107247567491267	0.0712461407170468	Triobp	NO
chr15-78982310-78983577	0.596632789035926	0.230500712373058	Triobp	NO
chr15-78983787-78984229	0.265746291028537	0.0696924165488731	Triobp	NO
chr15-78988175-78989096	0.474125619928525	0.13803438123944	Triobp	NO
chr15-79327015-79328862	0.497855626735616	0.434593411101615	Pla2g6	NO
chr15-79346573-79348565	0.494492439913229	0.42650543602486	Maff	NO
chr15-79833177-79834999	0.528635451490875	0.542860317815435	Cbx6	NO
chr15-80004620-80005259	0.0799313916599972	0.046691274376501	Pdgfb	NO
chr15-80286850-80288277	0.102958911110813	0.324007741242434	Cacna1i	NO
chr15-80437761-80439123	0.424769761174618	0.107296519299248	Enthd1	NO
chr15-80462086-80462544	0.116367644178755	0.0831856173037351	Enthd1	NO
chr15-80710363-80712233	0.455685303280464	0.5969211924755	Tnrc6b	NO
chr15-81584555-81586831	0.537508184971929	0.554952233433141	Ep300	NO
chr15-81801999-81803361	0.619744674316639	0.301579231186961	Tef	NO
chr15-81855964-81856717	0.370827581476457	0.309441833547371	Tob2	NO
chr15-81925532-81926794	0.595214832619355	0.512761732539511	Polr3h	NO
chr15-81943326-81943870	0.0817121006825003	0.0908849640751715	Csdc2	NO
chr15-81959736-81961342	0.519201882066412	0.45797798295059	Pmm1	NO
chr15-82206264-82206841	0.212712976707854	0.165567379897024	Shisa8	NO
chr15-82982657-82984089	0.649962902137992	0.318064146817989	Gm29019	NO
chr15-83036922-83038347	0.375093934252286	0.260989335368198	Nfam1	NO
chr15-83099360-83100640	0.390767292542993	0.135819118286336	Serhl	NO
chr15-83121733-83123021	0.336989027867482	0.401705715134323	Rrp7a	NO
chr15-83463486-83465418	0.46790682606516	0.357214673691763	Pacsin2	NO
chr15-84625533-84626064	0.0927874572767393	0.141344238076601	Prr5	YES
chr15-84680459-84682020	0.277332282781891	0.174419449237744	Prr5	YES
chr15-84719792-84720813	0.147515993698214	0.0826232592911999	Arhgap8	NO
chr15-85041992-85043014	0.473507284916817	0.171227606517293	Fam118a	NO
chr15-85273038-85273389	0.118933323150604	0.0511657705394123	Fbln1	NO
chr15-85522951-85523998	0.254967114216151	0.109944490708587	Wnt7b	NO
chr15-85633722-85635562	0.590996071087904	0.553068913295192	D130051D11Rik	NO
chr15-85652607-85654461	0.66703640074278	0.362480863360979	D130051D11Rik	NO
chr15-85669460-85672035	0.710526133274951	0.509714681819843	D130051D11Rik	NO
chr15-85677766-85678388	0.526323188403123	0.103651673363463	D130051D11Rik	NO
chr15-85734475-85736362	0.514447845376084	0.162063005733246	Ppara	NO
chr15-85858377-85860103	0.384768663713278	0.445559258660941	Gtse1	NO
chr15-85969167-85970576	0.406127687359752	0.262369058143143	Celsr1	NO
chr15-86085335-86086770	0.608111466562311	0.139859325142657	Gramd4	NO
chr15-88750436-88752460	0.554463002577552	0.507415275709216	Zbed4	NO
chr15-88818742-88820439	0.520681086971076	0.540517088684137	Creld2	NO
chr15-88861655-88864415	0.525934846383238	0.580452063156279	Pim3	YES
chr15-88977066-88979468	0.907310199184629	0.0880093306178518	Mlc1	NO
chr15-89195007-89197053	0.462005589778393	0.472104200770969	Dennd6b	NO
chr15-95804223-95804745	0.0755304131645072	0.0407941813286875	Ano6	NO
chr15-95828666-95829392	0.134497817302363	0.0642533714583548	Gm17546	NO
chr15-97766125-97768471	0.348620649465577	0.254108997145212	Rapgef3	NO
chr15-97773099-97773357	0.134466394293621	0.031393475923375	Rapgef3	NO
chr15-97824926-97825727	0.203371071880698	0.121905420732314	Hdac7	NO
chr15-97990131-97990459	0.22974776754466	0.117404884855832	Col2a1	NO
chr15-98295338-98297015	0.14103066482069	0.147972723650356	Zfp641	NO
chr15-98676501-98677696	0.35433838093689	0.354282422179337	Rnd1	NO
chr15-98789542-98789888	0.0916516188330177	0.072071223816182	Wnt1	NO
chr15-98917021-98918577	0.520251482814124	0.507134438526498	Lmbr1l	NO
chr15-99029275-99030850	0.456795535591632	0.118883783427354	Tuba1c	NO
chr15-99251146-99252751	0.459472706332739	0.499811254595754	Mcrs1	NO
chr15-99369516-99370830	0.526517777466619	0.444535392813238	Fmnl3	YES
chr15-99392127-99393744	0.484122052648653	0.534874200749633	Tmbim6	NO
chr15-99473813-99475134	0.347888859296743	0.323838674565325	Bcdin3d	NO
chr15-99584747-99585179	0.0803556214219903	0.0693508776631985	Aqp2	NO
chr15-99663908-99665435	0.244127040535507	0.387027742765868	Asic1	NO
chr15-101191299-101192567	0.708732175722516	0.106306284603788	Acvr1b	NO
chr15-102002832-102003454	0.116015423094186	0.0578074573908323	Krt8	NO
chr15-102202834-102204391	0.493909582186892	0.554301758014678	Zfp740	NO
chr15-102516183-102519025	0.528057170044838	0.625251407007738	Tarbp2	NO
chr15-103238917-103241043	0.56496436614304	0.603356141302616	Hnrnpa1	NO
chr15-103365385-103367180	0.415814775387186	0.188547891515922	Itga5	NO
chr16-4595274-4595959	0.2388681410048	0.166326524448482	Glis2	NO
chr16-5255119-5256721	0.574737615401896	0.445601916406555	Fam86	NO
chr16-5351914-5352583	0.0823508753435069	0.0512358798043904	n-R5s30	NO
chr16-8829056-8831477	0.550035672058804	0.59387221910963	1810013L24Rik	NO
chr16-10394741-10395562	0.139780235297845	0.101391314808836	Tekt5	NO
chr16-10542202-10543342	0.448943374778192	0.467750252348197	Dexi	NO
chr16-10849825-10850742	0.142864352917558	0.059476514253734	Rmi2	NO
chr16-13671423-13672828	0.382221438061308	0.368850816833545	Bfar	NO
chr16-17530055-17531499	0.395746229036243	0.517399253369106	Thap7	NO
chr16-17560890-17562224	0.428112348943265	0.117448205631317	P2rx6	NO
chr16-18088452-18089916	0.480905893089426	0.248371378983611	Prodh	NO
chr16-18096349-18097850	0.0383712032289689	0.0971300647771086	Prodh	NO
chr16-18144087-18144723	0.302525285024887	0.114416635695545	Rtn4r	NO
chr16-18219807-18220620	0.0830630369819566	0.111573399080707	Zdhhc8	NO
chr16-18247961-18249676	0.579731636100822	0.525112164732389	Trmt2a	NO
chr16-18347780-18349010	0.354126383210572	0.424719565702181	Tango2	NO
chr16-18464064-18464465	0.0168374357588191	0.0368479687100398	Txnrd2	NO
chr16-20096651-20098559	0.507817971253777	0.498990447618889	Klhl24	NO
chr16-20701505-20702890	0.325335991756148	0.145357088444248	Fam131a	NO
chr16-20715747-20718165	0.547693797478353	0.48763157125887	Clcn2	NO
chr16-21203653-21205815	0.534494345649605	0.519823140785757	Ephb3	NO
chr16-21238350-21239462	0.450190143037833	0.0699044534754892	Gm16863	NO
chr16-21309955-21311644	0.302830334943112	0.27645459023157	Gm16863	NO
chr16-21315779-21316053	0.067842083969929	0.0383680912427825	Gm16863	NO
chr16-21845385-21846730	0.330131124752225	0.42153768567415	Gm26744	NO
chr16-22008614-22010151	0.456213456594119	0.528989656759987	Senp2	NO
chr16-22428157-22429613	0.605796554243721	0.294199921860167	Etv5	NO
chr16-22438261-22440686	0.59330992135994	0.543911730318388	Etv5	NO
chr16-22491463-22492117	0.0384848158620584	0.10094864868713	Dgkg	NO
chr16-22544910-22546003	0.18066348900415	0.144431681500296	Dgkg	NO
chr16-22733820-22735729	0.0904978775831261	0.0980177658017783	Crygs	NO
chr16-23517745-23519071	0.396022634395567	0.316372219723391	Masp1	NO
chr16-23623914-23624645	0.270886052632479	0.0454447982807374	Rtp4	NO
chr16-29734148-29735657	0.50869267606184	0.179528415937027	Gm26834	NO
chr16-29881331-29881840	0.215789226825584	0.0660005086998475	Gm26569	NO
chr16-29882304-29884025	1.04522022136212	0.14123361000956	Gm26569	NO
chr16-30008061-30009914	0.670676262111137	0.25345333282625	4632428C04Rik	NO
chr16-30063152-30064523	0.824518170665751	0.21603511066695	Hes1	NO
chr16-30552858-30553345	0.492877218279653	0.073352713511664	Tmem44	NO
chr16-30992609-30992899	0.0131605177550449	0.0749770019193527	Xxylt1	NO
chr16-31080160-31082336	0.447512002391296	0.485376590072485	Xxylt1	NO
chr16-31551560-31552318	0.218488051412034	0.0714590191162117	Bdh1	NO
chr16-31591334-31593659	0.421888294049599	0.369690515229493	Dlg1	NO
chr16-32098618-32100356	0.417753289994019	0.369906200871103	Pigx	NO
chr16-32682129-32682500	0.138689049926885	0.0830433347615046	Tnk2	NO
chr16-32812779-32813612	0.19119116900327	0.117868960365053	Gm933	NO
chr16-33580806-33581201	0.172674663205256	0.0672191940544314	Slc12a8	NO
chr16-33829236-33830380	0.360214463501318	0.175170231547773	Itgb5	NO
chr16-34413409-34414909	0.636194472538434	0.132973454488617	Kalrn	NO
chr16-37813733-37815091	0.258981338738499	0.322161979566321	Fstl1	NO
chr16-38087292-38090150	0.590293168929685	0.658457844807409	Gsk3b	NO
chr16-38816521-38817838	0.310036897054423	0.266205408039685	4930435E12Rik	NO
chr16-44530060-44531512	0.696753390135011	0.28393021074136	Boc	NO
chr16-44557497-44559229	0.467361240296169	0.283945695338881	Boc	NO
chr16-49969833-49970785	0.0384589257737837	0.122374667652643	Cd47	NO
chr16-50615304-50616101	0.529260797040827	0.0319084372444906	Ccdc54	NO
chr16-58389157-58389615	0.0138036470721167	0.0329949365864348	4930461C15Rik	NO
chr16-58407754-58409294	0.535034952793006	0.476918794904546	Dcbld2	NO
chr16-78827338-78828286	0.355782999887292	0.122325168460257	Chodl	NO
chr16-84620867-84621995	0.133644470211253	0.0778769359036955	Gm26667	NO
chr16-85800672-85801750	0.624619371222969	0.175683290553699	Adamts1	NO
chr16-90491307-90492468	0.4437813228869	0.0865862342094092	Hunk	NO
chr16-90809540-90811127	0.466328163462508	0.423723334293616	Urb1	NO
chr16-90885448-90886207	0.217066208970055	0.0454790150121236	Eva1c	NO
chr16-91372281-91373724	0.322132936616103	0.335230343804761	Ifnar2	NO
chr16-92399375-92400567	0.674142680003168	0.194587605707302	Rcan1	NO
chr16-93328729-93329270	0.0881036528500802	0.0393789196046685	1810053B23Rik	NO
chr16-93815940-93816746	0.183627243931065	0.0447184447226874	Dopey2	NO
chr16-93883028-93884718	0.468825829484905	0.500756255710976	Chaf1b	YES
chr16-94312354-94314171	0.421776849073149	0.584401524037952	Hlcs	NO
chr16-94525465-94527291	0.544170759494632	0.531169930302044	Dscr3	NO
chr16-96126717-96128827	0.563254037807554	0.585526231106827	Hmgn1	NO
chr17-4623170-4623658	0.0171253195920294	0.045343380293983	Arid1b	NO
chr17-6788822-6790166	0.0761247955074109	0.182239820242758	Ezr	NO
chr17-6812427-6813139	0.188192621389021	0.0479616612448238	Gm2885	NO
chr17-12187363-12188357	0.0676967734356225	0.108829469314623	Agpat4	NO
chr17-12790329-12791810	0.352006614676795	0.117585895247996	Igf2r	NO
chr17-16395134-16395658	0.0170459965941991	0.0446070468449019	BC002059	NO
chr17-23699156-23700567	0.282092803912075	0.27490942144692	1520401A03Rik	NO
chr17-23725554-23727235	0.48390072806218	0.38504202996	Pkmyt1	NO
chr17-23770210-23771920	0.47781671699576	0.470046614683136	Flywch1	NO
chr17-23785416-23786992	0.248515732992287	0.466472881668677	Flywch2	NO
chr17-23802331-23804037	0.523162838011527	0.578058884959986	Srrm2	NO
chr17-24140534-24142513	0.451196835888509	0.533663125917977	Pdpk1	NO
chr17-24168423-24170148	0.388874094354619	0.530368940192844	Atp6v0c	NO
chr17-24250459-24252135	0.496596417348641	0.45305845219571	Ccnf	NO
chr17-24425934-24427534	0.50530941613359	0.243529922929696	Eci1	NO
chr17-24469703-24471305	0.493373903397088	0.516651816872752	Pgp	NO
chr17-24527348-24528748	0.504865002972521	0.564799240973508	Rab26	NO
chr17-24558464-24559555	0.294487792271955	0.107152190587995	Pkd1	NO
chr17-24735349-24737258	0.412920380332625	0.370257772389318	Rpl3l	NO
chr17-24936166-24937312	0.305996163660136	0.405030200030084	Mapk8ip3	NO
chr17-25114903-25116357	0.332228974822212	0.329757299927798	Telo2	NO
